name,address,category,main_mn,price,opng_tm,rating,rvw_cnt,tags,p_id,reviews
장블랑제리,서울시 관악구 낙성대동 1660-7,,단팥빵,1800.0,{'매일': '오전 7시 - 오후 10시 (명절 연휴(3일) 모두 휴무)'},,,"간식,점심식사,아침식사,저녁식사,디저트,브런치,다이어트식단,혼밥,접대,빵집,차모임,테이크아웃,혼카페,베이커리,가성비좋은,시끌벅적한,서민적인,지역주민이 찾는,푸짐한,캐주얼한,깔끔한,고급스러운,숨은맛집,인산인해,손님이 항상 많음,조용한,주차불가,현장대기필요,택배주문가능",1708,
BRUN Coffee,서울특별시 은평구 대조동 191-40 1층 우측,,Americano,4000.0,"{'월-금': '오후 6시 30분 - 오후 10시 (Only Take Out)', '토요일': '오전 10시 30분 - 오후 5시 ', '휴무일': '매주 일요일 '}",,,"데이트,차모임,혼차,이국적/이색적,숨은맛집,조용한,예쁜,고급스러운",24,
왕순대 전문점,서울특별시 중랑구 묵동 305-1,,순대국,7000.0,{'휴무일': '매주 일요일 '},,,"점심식사,술모임,저녁식사,혼밥,식사모임,혼술,가족외식,푸짐한,가성비좋은,서민적인,숨은맛집,시끌벅적한,지역주민이 찾는,지역주민이찾는",1514,
가마솥 서울깍두기,서울특별시 금천구 가산동 459-11 제이플라츠 지하 1층,,설렁탕 특,9000.0,,,,"점심식사,서민적인",41,
유달리 석촌호수점,서울특별시 송파구 송파동 8-10 1층,,생과일주스,5500.0,{'매일': '오전 11시 - 오후 11시 '},,,"차모임,데이트,간식,혼밥,저녁식사,예쁜,캐주얼한,깔끔한,가성비좋은,이국적/이색적,지역주민이 찾는,푸짐한,텀블러 증정",1568,
안도,서울특별시 용산구 한남동 736-8,,에스프레소/아메리카노,7000.0,"{'화,수,목,금,토/일': '오전 11시 30분 - 오전 2시 ', '휴무일': '매주 월요일 '}",,,"데이트,간식,차모임,혼카페,경관/야경이 좋은,예쁜,조용한,시끌벅적한,야외좌석",1316,
쪼매매운떡볶이,서울특별시 노원구 공릉동 208-18,,떡볶이,3000.0,"{'매일': '오전 11시 - 오후 10시 ', '휴무일': '매주 토요일 '}",,,"간식,점심식사,데이트,저녁식사,식사모임,혼밥,분식,서민적인,가성비좋은,푸짐한,지역주민이 찾는,시끌벅적한,깔끔한,지역주민이찾는,캐주얼한,무료주차,주차불가",1810,
마이란,서울특별시 성북구 동선동1가 85-96,,"토마토,매콤토마토, 데미글라스소스 오믈렛 + 구운새우 + 미트볼 + 모듬토핑",6900.0,"{'매일': '오전 11시 50분 - 오전 8시 30분 (마지막주문 19시20분 ~  20시30분까지)', '목요일': '자정 12시 - 자정 12시 01분 (매주 목요일은 휴무! (가정을 지키로 갑니다 :))'}",,,"데이트,저녁식사,점심식사,혼밥,식사모임,가족외식,기념일,포장,아이동반,숨은맛집,가성비좋은,깔끔한,예쁜,조용한,지역주민이 찾는,캐주얼한,푸짐한,서민적인,고급스러운,격식있는,경관/야경이 좋은,포장가능,아기의자,깔끔한화장실,스프무제한제공",605,
포358,서울특별시 은평구 응암1동 91-7,,쌀국수,5000.0,{'매일': '오전 11시 - 오후 10시 '},,,"저녁식사,점심식사,혼밥,아침식사,다이어트식단,캐주얼한,서민적인,푸짐한,깔끔한,가성비좋은,지역주민이찾는,조용한,배달가능",2090,
이층창가,서울특별시 강서구 화곡동 61-28,,아메리카노,3000.0,"{'월-금': '오전 11시 30분 - 오후 10시 ', '토요일': '정오 12시 - 오후 10시 ', '일요일': '정오 12시 - 오후 8시 '}",,,"차모임,데이트,혼카페,간식,예쁜,숨은맛집,깔끔한,지역주민이 찾는,캐주얼한,조용한,개별룸,무료주차",1644,
발루토,서울특별시 관악구 신림동 1524-5,,아메리카노,3500.0,{'매일': '오전 9시 - 오후 11시 '},,,"데이트,간식,여자끼리,친구들끼리,디저트,차모임,공부 및 독서,브런치,혼자 방문,조용한,깔끔한,예쁜,지역주민이 찾는,캐주얼한,무료주차",805,
시나본,서울특별시 강동구 천호동 455-8 현대백화점 지하2층,,클래식 시나본,,"{'월-금': '오전 10시 30분 - 오후 8시 (금요일: 20:30 까지(백화점 상황에 따라 변동가능))', '토/일': '오전 10시 30분 - 오후 8시 30분 (공휴일포함(백화점상황에 따라 변동가능))'}",,,"간식,차모임,데이트,시끌벅적한,예쁜,캐주얼한,고급스러운",1217,
카페작약,서울특별시 도봉구 창동 659-1,,아메리카노,4300.0,"{'월-금': '오전 9시 - 오후 11시 ', '토요일': '오전 11시 - 오후 11시 ', '일요일': '오전 11시 - 오후 11시 '}",,,"데이트,간식,혼카페,차모임,조용한,지역주민이 찾는,가성비좋은,깔끔한,숨은맛집,캐주얼한,예쁜,지역주민이찾는,서민적인",1927,
블랑제 메종 북악,서울특별시 성북구 성북동 270-1,,아메리카노,4500.0,{'매일': '오전 9시 - 오후 11시 '},,,"간식,데이트,점심식사,혼카페,차모임,깔끔한,예쁜,경관/야경이 좋은,이국적/이색적,경관/야경이좋은,시끌벅적한,격식있는,야외좌석,무료주차,발렛주차",930,
새우네집,서울특별시 동작구 노량진동 271-13,,새우요리 10마리 (2가지맛),13000.0,"{'매일': '오전 11시 30분 - 오후 11시 30분 ( last order:22:30)', '쉬는시간 매일': '오후 3시 - 오후 5시 ( last order:22:30)'}",,,"점심식사,저녁식사,데이트,혼밥,술모임,아이동반,식사모임,가성비좋은,캐주얼한,푸짐한,숨은맛집,조용한,예쁜,이국적/이색적,서민적인,배달가능",1017,
만선호프,서울특별시 중구 을지로3가 95-1,,생맥주,3500.0,{'매일': '정오 12시 - 자정 12시 (연중무휴)'},,,"술모임,저녁식사,회식,데이트,점심식사,식사모임,기념일,여자끼리,혼술,가족외식,남자끼리,서민적인,시끌벅적한,가성비좋은,캐주얼한,이국적/이색적,지역주민이 찾는,예쁜,규모가큰,경관/야경이 좋은,숨은맛집,경관/야경이좋은,푸짐한,야외좌석,대형룸",625,
육갑식당,서울특별시 서초구 방배본동 777-5,,육갑,15000.0,"{'매일': '오후 3시 - 자정 12시 (월~금)', '토요일': '정오 12시 - 자정 12시 ', '일요일': '정오 12시 - 자정 12시 '}",,,"저녁식사,식사모임,가족외식,남자끼리,점심식사,술모임,회식,규모가큰,서민적인,캐주얼한,가성비좋은,시끌벅적한,좌식,현장대기필요,고기집",1581,
박가뼈다귀,서울특별시 중랑구 중화2동 209-2,,,,,,,"점심식사,식사모임,저녁식사,술모임,아이동반,혼술,가족외식,실버푸드,혼밥,아침식사,회식,서민적인,푸짐한,캐주얼한,지역주민이 찾는,시끌벅적한,무료주차,놀이방,24시간영업",795,
옹고집꽃게장,서울특별시 송파구 문정동 111-11,,게장 무한리필,19900.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"점심식사,저녁식사,데이트,가족외식,여자끼리,엄마랑,회식,남자끼리,조용한,서민적인,푸짐한,지역주민이 찾는,규모가큰,캐주얼한,깔끔한,가성비좋은,무료주차,장떡,분식샐러드빠",1501,
차돌집 방화점,서울특별시 강서구 방화동 611-35,,차돌백이,14000.0,{'매일': '정오 12시 - 오후 11시 (명절 휴무)'},,,"저녁식사,술모임,회식,기념일,데이트,점심식사,가족외식,식사모임,서민적인,지역주민이 찾는,깔끔한,가성비좋은,숨은맛집,캐주얼한,시끌벅적한",1819,
비야게레로,서울특별시 강남구 삼성동 118-21,,까르니따 따꼬,4600.0,"{'화요일': '오전 11시 30분 - 오후 9시 30분 (*중간 쉬는시간없이 영업합니다)', '수-금,토/일': '오전 11시 30분 - 오후 9시 30분 (*중간 쉬는시간없이 영업합니다)', '휴무일': '매주 월요일 '}",,,"점심식사,저녁식사,혼밥,간식,데이트,혼술,남자끼리,서민적인,이국적/이색적,가성비좋은,캐주얼한,숨은맛집,깔끔한,조용한,아담한",942,
석관시장떡볶이,서울특별시 성북구 석관동 270-1,,떡볶이,8000.0,"{'매일': '오전 10시 - 오후 3시 ', '휴무일': '매주 일요일 '}",,,"점심식사,간식,서민적인,지역주민이 찾는,푸짐한,아담한,가성비좋은",1055,
자연식빵,서울특별시 도봉구 도봉동 600,,찰보리우유식빵,3300.0,"{'월-금,토': '오전 8시 - 오후 10시 (명절휴무)'}",,,"간식,지역주민이 찾는,서민적인",1691,
금산제면소,서울특별시 중구 회현동2가 31-1,,탄탄멘,12000.0,{'매일': '오전 11시 - 오후 8시 (오후 3시~4시 휴식시간)'},,,"점심식사,저녁식사,혼밥,데이트,식사모임,기념일,조용한,깔끔한,숨은맛집,캐주얼한,이국적/이색적,격식있는,예쁜,지역주민이 찾는,고급스러운,소규모,화장실없음,주차불가",205,
라고파스타,서울시 양천구 목동 917-9 1현대 41 타워 1층,,토마토 만조 파스타,16000.0,{'매일': '오전 11시 30분 - 오후 9시 30분 (Last Order 20:30)'},,,"점심식사,저녁식사,가족외식,데이트,기념일,조용한,고급스러운,서민적인",511,
마음과마음,서울특별시 용산구 한남동 632-10 2층,,오므라이스,11500.0,"{'화요일': '오후 5시 - 오후 9시 (디너 라스트오더 20:00)', '수요일': '오후 5시 - 오후 9시 (디너 라스트오더 20:00)', '목요일': '오후 5시 - 오후 9시 (디너 라스트오더 20:00)', '금요일': '오후 5시 - 오후 9시 (디너 라스트오더 20:00)', '토요일': '오후 5시 - 오후 9시 (디너 라스트오더 20:00)', '일요일': '오전 11시 30분 - 오후 3시 ', '휴무일': '매주 월요일 '}",,,"데이트,점심식사,저녁식사,식사모임,깔끔한,서민적인,캐주얼한,이국적/이색적,지역주민이찾는",604,
온더보더 여의도IFC점,서울특별시 영등포구 여의도동 23 IFC몰 지하 3층,,시즐링 화이타 샐러드_스테이크,25900.0,{'매일': '오전 11시 - 오후 10시 ((L/O 21:00))'},,,"점심식사,저녁식사,식사모임,기념일,데이트,가족외식,술모임,모임,회식,아이동반,이국적/이색적,시끌벅적한,푸짐한,캐주얼한,깔끔한,고급스러운,예쁜,가성비좋은,규모가큰,무료주차,대형룸,쇼핑몰",1486,
정키친 프로젝트,서울특별시 성북구 동선동1가 85-58,,매콤제육,7000.0,"{'월-금,토': '정오 12시 - 오후 10시 (일요일 휴무 )', '쉬는시간 매주 월-금,토': '오후 3시 30분 - 오후 5시 (일요일 휴무 )'}",,,"저녁식사,데이트,점심식사,여자끼리,술모임,가성비좋은,캐주얼한,숨은맛집,예쁜,아담한,깔끔한,조용한,젊은사람이많은,서민적인,현장대기필요",1739,
지구당,서울특별시 강남구 신사동 546-20,,규동,5500.0,"{'매일': '오전 11시 30분 - 오후 8시 30분 ', '휴무일': '매주 일요일 (공휴일 포함)'}",,,"점심식사,혼밥,저녁식사,조용한,캐주얼한,서민적인,가성비좋은,깔끔한,아담한,숨은맛집,좁은",1783,
로운,서울특별시 송파구 잠실동 40-1 롯데월드 웰빙센터 2층,,(평일런치성인)소고기샤브&샐러드바,12900.0,{'매일': '오전 11시 30분 - 오후 9시 (샐러드바 20:30 마감)'},,,"가족외식,점심식사,식사모임,저녁식사,기념일,데이트,가성비좋은,지역주민이 찾는,시끌벅적한,푸짐한,깔끔한,캐주얼한,무료주차",559,
폴리스 피자,서울특별시 종로구 청진동 268-2,,뉴욕 치즈 피자 New York Cheese,19000.0,{'매일': '오전 11시 30분 - 오후 10시 (Last Order 21:30)'},,,"저녁식사,데이트,점심식사,회식,식사모임,기념일,술모임,가족외식,접대,시끌벅적한,캐주얼한,깔끔한,이국적/이색적,서민적인,경관/야경이 좋은,푸짐한,조용한,가성비좋은,예쁜,무료주차,야외좌석",2102,
제이미피자,서울특별시 강서구 화곡동 109-33,,담백한 오징어 샐러드,12000.0,"{'월-금': '정오 12시 - 오후 9시 (15~17시 브레이크타임, 주문마감 20:00)', '토/일': '정오 12시 - 오후 9시 (브레이크타임없음 /준비된 도우 소진시 영업조기마감)', '휴무일': '매주 화요일 (화요일이 공휴일인 경우 정상영업)'}",,,"저녁식사,점심식사,데이트,가족외식,캐주얼한,깔끔한,지역주민이 찾는,조용한,숨은맛집,예쁜,배달가능",1741,
만성찬팅,서울특별시 관악구 신림동 75-41,,뀌바로우,9000.0,{'매일': '오후 1시 - 오전 1시 '},,,"저녁식사,술모임,데이트,식사모임,회식,여자끼리,점심식사,모임,남자끼리,가족외식,가성비좋은,푸짐한,이국적/이색적,시끌벅적한,서민적인,깔끔한,허름한,토속적인,지역주민이 찾는,오래된집,숨은맛집,현장대기필요",626,
원박사소곱창,서울특별시 중랑구 상봉동 104-101,,소곱창구이,22000.0,{'매일': '오후 4시 - 오전 3시 '},,,"저녁식사,술모임,식사모임,간식,데이트,여자끼리,회식,남자끼리,서민적인,지역주민이 찾는,아담한,오래된집,시끌벅적한,야외좌석",1550,
갯바위,서울특별시 관악구 봉천동 876-19,,생대구탕(1인분),,"{'월-금': '오전 11시 - 오후 8시 ((브레이크타임 14시30분~17시))', '토요일': '오전 11시 - 오후 3시 ', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,깔끔한,서민적인,지역주민이 찾는",95,
화양연화,서울특별시 종로구 계동 78-2,,팟타이,9500.0,"{'월-금': '오전 11시 30분 - 오후 9시 (15:00-17:00 브레이크타임, 20:20 오더마감)', '토요일': '오전 11시 30분 - 오후 9시 (16:00-17:00 브레이크타임, 20:20 오더마감)', '일요일': '오전 11시 30분 - 오후 8시 (16:00-17:00 브레이크타임, 19:20 오더마감)'}",,,"점심식사,데이트,저녁식사,식사모임,가족외식,모임,카오팟 뿌,없음,여자끼리,이국적/이색적,시끌벅적한,캐주얼한,예쁜,젊은사람이많은,푸짐한,아담한,깔끔한,빈티지,서민적인,복고풍,조용한,숨은맛집,좌식",2277,
돼지저금통,서울특별시 강북구 우이동 61-29,,삼겹살 180g,7000.0,{'매일': '오후 3시 - 오후 11시 30분 '},,,"점심식사,식사모임,가족외식,저녁식사,데이트,지역주민이 찾는,가성비좋은,서민적인",465,
화주부,서울특별시 동대문구 회기동 42-71,,2인부대찌개+화덕피자or왕돈까스,20000.0,{'매일': '오전 11시 - 오후 10시 (마지막 주문 21시 20분)'},,,"저녁식사,점심식사,남자끼리,가족외식,데이트,여자끼리,식사모임,가성비좋은,지역주민이 찾는,대학가,서민적인,푸짐한,조용한,깔끔한,사리면리필",2278,
로,서울특별시 금천구 가산동 60-18,,"목살 ,항정살, 안갈비살",14000.0,"{'월-금': '오전 11시 30분 - 오후 9시 30분 (L.O 21:00   오후 2~5시 break time)', '토요일': '정오 12시 - 오후 7시 30분 (L.O  19:00 오후 3~4시 break time)'}",,,"저녁식사,회식,식사모임,캐주얼한,격식있는,서민적인,깔끔한,숨은맛집",550,
호랭이양식당,서울특별시 동대문구 회기동 42-73,,알리오올리오,7800.0,{'매일': '오후 5시 - 오후 10시 (저녁영업시간 Last order 21:30)'},,,"데이트,저녁식사,식사모임,술모임,점심식사,시끌벅적한,예쁜,경관/야경이 좋은,캐주얼한,고급스러운,지역주민이 찾는,이국적/이색적",2232,
반올림피자샵,서울특별시 금천구,,,,,,,"혼밥,저녁식사,깔끔한,서민적인",800,
저니,서울시 관악구 봉천동 1604-1 1F,,저니버거,8500.0,"{'월-수,일': '정오 12시 - 자정 12시 ', '목요일': '정오 12시 - 자정 12시 ', '금,토': '정오 12시 - 오전 2시 '}",,,"데이트,저녁식사,점심식사,술모임,기념일,서민적인,이국적/이색적,가성비좋은,예쁜,지역주민이 찾는,캐주얼한,조용한,야외좌석",1721,
밀탑 목동점,서울시 양천구 목1동 916 6F (현대백화점 6층),,밀크 빙수,10000.0,{'매일': '오전 10시 30분 - 오후 9시 (백화점 휴무 시 휴무)'},,,"차모임,간식,데이트,카페,깔끔한,캐주얼한,무료주차",775,
교동짬뽕,서울특별시 금천구 가산동 371-28,,짬뽕,7000.0,{'매일': '오후 3시 - 오후 4시 30분 (브레이크타임)'},,,"저녁식사,술모임,회식,혼술,점심식사,식사모임,혼밥,지역주민이 찾는,캐주얼한,푸짐한,서민적인,가성비좋은",174,
순대일번지,서울특별시 마포구 망원동 481-5,,순대국(특),9000.0,"{'매일': '오전 11시 30분 - 오후 9시 (식사 11:45 ~ /)', '쉬는시간 매일': '오후 3시 - 오후 5시 (식사 11:45 ~ /)', '휴무일': '매주 일요일 (구정, 추석 연휴 3일 휴무)'}",,,"점심식사,혼밥,저녁식사,아침식사,데이트,술모임,서민적인,가성비좋은,지역주민이 찾는,푸짐한,시끌벅적한,숨은맛집",1144,
마루심,서울시 서초구 반포동 54-10,,히쯔마부시,36000.0,"{'매일': '오전 11시 - 오후 10시 ', '쉬는시간 매일': '오후 3시 - 오후 5시 '}",,,"저녁식사,점심식사,가족외식,식사모임,데이트,접대,남자끼리,회식,혼밥,여자끼리,기념일,깔끔한,고급스러운,조용한,캐주얼한,규모가큰,시끌벅적한,지역주민이찾는,격식있는,지역주민이 찾는,중년이상이많은,이국적/이색적,발렛주차,개별룸,무료주차,현장대기필요,대형룸",595,
호텔707,서울특별시 영등포구 문래동2가 60-4,,브런치,,"{'월,화': '오전 11시 - 오전 1시 ((연중무휴))', '수,목': '오전 11시 - 오전 1시 ((연중무휴))', '금,토': '오전 11시 - 오전 2시 ((연중무휴))', '일요일': '오전 11시 - 오후 11시 ((연중무휴))'}",,,"데이트,차모임,점심식사,술모임,간식,저녁식사,기념일,카페겸술집,브런치카페,모임,생일날카페,식사모임,와인,예쁜,이국적/이색적,깔끔한,경관/야경이좋은,고급스러운,경관/야경이 좋은,격식있는,시끌벅적한,조용한,캐주얼한,야외좌석,개별룸,루프탑,주차불가",2242,
찜집,서울특별시 중랑구 면목7동 632-6,,아구찜,38000.0,{'매일': '오전 10시 - 자정 12시 (일요일만 23시까지)'},,,"회식,저녁식사,술모임,가족외식,점심식사,식사모임,가성비좋은,지역주민이 찾는,푸짐한,무료주차",1816,
가마솥손두부,서울시 동작구 사당1동 1041-7,,삼합,49000.0,{'매일': '오전 11시 30분 - 오후 10시 '},,,"점심식사,데이트,가족외식,저녁식사,아침식사,아이동반,지역주민이 찾는,가성비좋은,시끌벅적한,서민적인,중년이상이많은,토속적인,푸짐한,캐주얼한,숨은맛집",42,
삼미옥,서울시 관악구 행운동 852-6,,설렁탕,10000.0,"{'월-금': '오전 8시 - 오후 9시 (명절 휴무)', '토/일': '오전 8시 30분 - 오후 8시 '}",,,"점심식사,아침식사,저녁식사,혼밥,가족외식,혼술,서민적인,지역주민이 찾는,조용한,발렛주차,무료주차",997,
마들식당,서울특별시 노원구 공릉동 575-14,,생삼겹살,12000.0,,,,"저녁식사,점심식사,공른 돼지불백,혼밥,데이트,공릉 돼지,술모임,돼지불백,혼술,가족외식,아침식사,푸짐한,서민적인,지역주민이 찾는,숨은맛집,깔끔한,캐주얼한,시끌벅적한,가성비좋은,무료주차,포장가능",592,
진만두,서울특별시 마포구 서교동 327-22,,동파육 (한정소량),26000.0,"{'매일': '정오 12시 - 오후 10시 ', '휴무일': '매주 일요일 '}",,,"점심식사,저녁식사,데이트,식사모임,술모임,가족외식,간식,회식,혼술,혼밥,서민적인,캐주얼한,가성비좋은,이국적/이색적,숨은맛집,지역주민이 찾는,깔끔한,고급스러운,조용한,아담한,푸짐한",1790,
대한옥,서울특별시 영등포구 영등포동2가 221-1,,설렁탕,7000.0,"{'매일': '오전 11시 - 오후 9시 (마지막주문은 20:00까지 받습니다.)', '휴무일': '매주 일요일 (매주일요일 휴무)'}",,,"저녁식사,술모임,점심식사,식사모임,회식,데이트,가족외식,혼밥,서민적인,시끌벅적한,숨은맛집,캐주얼한,지역주민이 찾는,가성비좋은,푸짐한,지역주민이찾는,허름한,대형룸,포장가능,주차불가",380,
마녀주방 강남점,서울특별시 강남구 역삼1동 818-14 크리스탈빌딩 지하1층,,와인숙성 넓적다리 스테이크,6500.0,"{'월요일': '정오 12시 - 오후 10시 (/ )', '화요일': '정오 12시 - 오후 10시 30분 (/ )', '수-금,토/일': '정오 12시 - 오후 10시 30분 (/ )', '쉬는시간 매주 월요일': '오후 3시 - 오후 5시 (/ )', '쉬는시간 매주 화요일': '오후 3시 - 오후 5시 (/ )', '쉬는시간 매주 수-금,토/일': '오후 3시 - 오후 5시 (/ )'}",,,"저녁식사,데이트,점심식사,식사모임,여자끼리,기념일,가족외식,회식,이국적/이색적,시끌벅적한,캐주얼한,가성비좋은,깔끔한,예쁜,푸짐한,서민적인,고급스러운,규모가큰,젊은사람이많은,개별룸,예약필요,무료주차,현장대기필요",588,
목노집,서울시 은평구 대조동 197-2,,돼지보쌈,14000.0,{'매일': '정오 12시 - 자정 12시 (명절 휴무)'},,,"저녁식사,술모임,식사모임,가족외식,아침식사,점심식사,서민적인,시끌벅적한,숨은맛집,전통",707,
명화곱창,서울특별시 금천구 가산동 43-1,,모듬구이,28000.0,{'매일': '오후 4시 - 오전 2시 '},,,"저녁식사,식사모임,술모임,회식,서민적인,시끌벅적한,캐주얼한",696,
엄마손만두,서울특별시 강동구 천호동 340-34,,떡만두국,7000.0,"{'매일': '오전 11시 30분 - 오후 7시 ', '휴무일': '매주 일요일 '}",,,"점심식사,혼밥,저녁식사,데이트,식사모임,서민적인,지역주민이 찾는,푸짐한,캐주얼한,무료주차",1370,
라시에스타,서울특별시 동작구 사당동 1031-27,,런치 파스타,9500.0,{'매일': '오전 11시 30분 - 오후 10시 (주문시간 : 11:30 ~ 21:00)'},,,"저녁식사,점심식사,데이트,식사모임,기념일,가족외식,술모임,고급스러운,경관/야경이 좋은,격식있는,깔끔한,지역주민이 찾는,조용한,숨은맛집,캐주얼한,푸짐한,예쁜,가성비좋은,배달가능",526,
오월의 종,서울시 용산구 한남동 737-2 1F (백목빌딩 1층),,쵸코데니쉬,2000.0,{'매일': '오전 11시 - 오후 6시 (명절 휴무)'},,,"아침식사,점심식사,간식,데이트,캐주얼한,깔끔한,가성비좋은,예쁜,서민적인,야외좌석",1464,
엘비어,서울특별시 양천구 신정동 885-20,,치킨이닭,16000.0,{'매일': '오후 4시 - 오전 2시 '},,,"술모임,간식,여자끼리,혼밥,모임,남자끼리,야식,데이트,회식,가성비좋은,숨은맛집,캐주얼한,서민적인,깔끔한,예쁜,지역주민이 찾는,야외좌석",1395,
충무집,서울특별시 중구 다동 123-1,,도다리쑥국,20000.0,"{'월-금': '오전 11시 30분 - 오후 10시 ', '토요일': '오전 11시 30분 - 오후 8시 ', '휴무일': '매주 일요일 '}",,,"술모임,저녁식사,점심식사,식사모임,데이트,회식,가족외식,기념일,시끌벅적한,서민적인,지역주민이 찾는,캐주얼한,격식있는,대형룸",1896,
한라산도새기 오류본점,서울시 구로구 오류2동 135-68,,제주토종흙돼지(1인분/170g),15000.0,{'매일': '오전 11시 - 자정 12시 (연중무휴)'},,,"술모임,가족외식,저녁식사,남자끼리,식사모임,여자끼리,시끌벅적한,서민적인,지역주민이 찾는,숨은맛집,허름한,푸짐한,무료주차,야외좌석",2172,
귀품찬 수유직영점,서울특별시 강북구 수유동 230-7 효성인텔리안오피스텔 2층,,한우꽃등심 (150g),51000.0,{'매일': '오전 11시 - 오후 10시 (Last order  21:20)'},,,"점심식사,고급스러운,지역주민이 찾는,무료주차",194,
소이연남 한남점,서울특별시 용산구 한남동 31-5 리플레이스 한남 C동 2층,,소고기국수,9500.0,"{'월-금': '오전 11시 30분 - 오후 9시 (마지막주문 : 14시30분/20시30분)', '토/일': '오전 11시 30분 - 오후 9시 (쉬는시간없음(마지막주문:20시30분))', '쉬는시간 매주 월-금': '오후 3시 - 오후 5시 '}",,,"저녁식사,점심식사,데이트,혼밥,식사모임,가족외식,차모임,기념일,다이어트식단,회식,술모임,혼술,이국적/이색적,깔끔한,캐주얼한,푸짐한,예쁜,서민적인,가성비좋은,시끌벅적한,지역주민이 찾는,조용한,숨은맛집,격식있는,경관/야경이 좋은,아담한,발렛주차,발렛",1098,
소호정 강남점,서울특별시 서초구 서초동 1327-1 홍우빌딩 2층,,국시,12000.0,{'매일': '오전 11시 - 오후 10시 30분 (연중무휴)'},,,"점심식사,저녁식사,식사모임,가족외식,접대,회식,데이트,혼밥,술모임,아이동반,깔끔한,푸짐한,고급스러운,격식있는,서민적인,개별룸,무료주차",1101,
서퍼더퍼,서울특별시 양천구 목동 406-121,,빅웨이브 bigwave,9500.0,{'매일': '오후 4시 30분 - 오전 1시 30분 '},,,"술모임,저녁식사,식사모임,시끌벅적한,푸짐한,숨은맛집,가성비좋은,지역주민이 찾는,캐주얼한",1052,
황박사왕족발,서울특별시 중랑구 면목동 501-3,,황족발 소,25000.0,"{'월-금': '오후 3시 - 자정 12시 (화~금)', '월요일': '오후 5시 - 오후 10시 ', '토/일': '오후 2시 - 자정 12시 (토~일)'}",,,"술모임,가족외식,저녁식사,회식,지역주민이 찾는,서민적인,배달가능",2283,
연교,서울특별시 마포구 연남동 383-95 1층,,샤오롱바오,6500.0,"{'매일': '오전 11시 30분 - 오후 10시 (Last order 9:30)', '휴무일': '매주 수요일 '}",,,"저녁식사,점심식사,데이트,식사모임,가족외식,혼밥,연남동 맛집,중국음식,연남동맛집,간식,술모임,회식,연남동,서민적인,이국적/이색적,캐주얼한,숨은맛집,가성비좋은,지역주민이 찾는,시끌벅적한,깔끔한,개별룸",1407,
아베크엘,서울특별시 용산구 후암동 41-1,,아메리카노,5000.0,"{'매일': '정오 12시 - 오후 8시 ', '휴무일': '매주 일요일 '}",,,"데이트,차모임,간식,디저트,혼카페,혼자 분위기 낼때,기념일,깔끔한,예쁜,아담한,지역주민이 찾는,조용한,조명굿,캐주얼한,숨은맛집,인스타그램용,젊은사람이많은,이국적/이색적,경관/야경이 좋은,깨끗한 화장실",1286,
삼곱식당,서울특별시 중랑구 중화동 329-142,,숙성 목살,12000.0,{'매일': '정오 12시 - 오전 2시 '},,,"술모임,저녁식사,조용한",993,
JB파스타,서울특별시 동대문구 회기동 347-5,,고르곤졸라,7000.0,"{'매일': '오후 2시 30분 - 오후 4시 30분 ', '휴무일': '매주 월요일 '}",,,"점심식사,저녁식사,데이트,식사모임,여자끼리,기념일,조용한,깔끔한,캐주얼한,숨은맛집,가성비좋은,예쁜,젊은사람이많은,서민적인,지역주민이찾는,모던한,지역주민이 찾는,아담한,푸짐한",28,
등갈비 달인 본점,서울특별시 강동구 성내2동 42-7 1층,,매운김치등갈비,24000.0,"{'월요일': '오후 5시 - 오전 1시 (연중무휴)', '화,수,목,금': '오후 5시 - 오전 1시 (연중무휴)', '토/일': '정오 12시 - 오전 1시 (연중무휴)'}",,,"저녁식사,술모임,남자끼리,점심식사,야식,여자끼리,시끌벅적한,서민적인,지역주민이 찾는,젊은사람이많은",481,
메가커피,서울특별시 중랑구 면목동 105-4,,메가에이드,4500.0,{'매일': '오전 8시 30분 - 오전 1시 '},,,"혼카페,차모임,간식,카페,가성비좋은,푸짐한,캐주얼한,지역주민이 찾는,서민적인",662,
진주회관,서울특별시 중구 서소문동 120-35,,콩국수,12000.0,"{'월-금': '오전 11시 - 오후 9시 ', '토/일': '오전 11시 - 오후 8시 '}",,,"점심식사,저녁식사,혼밥,가족외식,식사모임,회식,데이트,술모임,직장인점심,아이동반,혼술,모임,서민적인,시끌벅적한,캐주얼한,푸짐한,지역주민이 찾는,규모가큰,가성비좋은,숨은맛집,오래된집,지역주민이찾는,비싼콩국수,격식있는,깔끔한,무료주차,주차불가,주말만무료주차30,대형룸,개별룸",1799,
올반 프리미엄 센트럴시티점,서울특별시 서초구 반포동 118-3,,평일 점심,25900.0,"{'매일': '오전 10시 30분 - 오후 10시 ', '쉬는시간 매일': '오후 4시 - 오후 5시 '}",,,"점심식사,저녁식사,데이트,식사모임,아침식사,가족외식,간식,시끌벅적한,깔끔한,푸짐한,조용한,서민적인,지역주민이 찾는,고급스러운,가성비좋은,숨은맛집,예쁜,캐주얼한,이국적/이색적,격식있는,무료주차,야외좌석,개별룸,애완동물동반",1499,
